도서명,island_lon,island_lat,grid_no,gid,rank_nn,dist_m_est,weight_inv_dist2
매물섬,999571.5319512135,1639895.3097477476,GR2_F2M33,2001,2,2757.9804224632035,1.314672519143373e-07
매물섬,999571.5319512135,1639895.3097477476,GR2_F2M41,1939,3,4359.8222896809875,5.260928535401088e-08
동굴섬,1000229.8509707605,1641426.3997734822,GR2_F2M34,2002,1,627.1498291687716,2.5424725879105786e-06
동굴섬,1000229.8509707605,1641426.3997734822,GR2_F2M33,2001,2,2551.752459708284,1.535758222265294e-07
동굴섬,1000229.8509707605,1641426.3997734822,GR2_F2M41,1939,3,3229.323109557326,9.589080342623967e-08
납계도,1000483.5353911243,1641183.2375047102,GR2_F2M34,2002,1,772.5470682644367,1.6755190686937969e-06
납계도,1000483.5353911243,1641183.2375047102,GR2_F2M33,2001,2,2856.0382656836787,1.2259475864485623e-07
납계도,1000483.5353911243,1641183.2375047102,GR2_F2M41,1939,3,3031.577994608022,1.0880840917649213e-07
돈북섬,1001449.6233548251,1639469.1698328364,GR2_F2M34,2002,1,2631.086605558884,1.4445402585949822e-07
돈북섬,1001449.6233548251,1639469.1698328364,GR2_F2M41,1939,2,3166.604001608006,9.972692869121056e-08
돈북섬,1001449.6233548251,1639469.1698328364,GR2_F2M33,2001,3,4469.29814748624,5.006351324849159e-08
송여자도,1001159.5017926416,1640427.2060612799,GR2_F2M34,2002,1,1631.7240249843244,3.755834274872262e-07
송여자도,1001159.5017926416,1640427.2060612799,GR2_F2M41,1939,2,2723.064308300187,1.348603075581179e-07
송여자도,1001159.5017926416,1640427.2060612799,GR2_F2M33,2001,3,3750.3409770441453,7.109817594961596e-08
대여자도,999867.0441902151,1640426.6193724934,GR2_F2M34,2002,1,1679.9802845903357,3.5431658050384664e-07
대여자도,999867.0441902151,1640426.6193724934,GR2_F2M33,2001,2,2622.7626091704806,1.4537240308874326e-07
대여자도,999867.0441902151,1640426.6193724934,GR2_F2M41,1939,3,3862.7548560110736,6.702019337180636e-08
새퉁이밖여,1007632.6457668664,1563568.9437222762,GR2_G1P33,2029,1,2674.41634176264,1.398111811310012e-07
새퉁이밖여,1007632.6457668664,1563568.9437222762,GR2_G1P34,2030,2,2791.132164433496,1.2836278800018523e-07
새퉁이밖여,1007632.6457668664,1563568.9437222762,GR2_G2F24,1400,3,4775.550825352525,4.384832801237658e-08
새퉁이안여,1007718.2701945712,1563499.5543585736,GR2_G1P33,2029,1,2777.370182049976,1.2963802513942472e-07
새퉁이안여,1007718.2701945712,1563499.5543585736,GR2_G1P34,2030,2,2803.8133212647394,1.2720428909052656e-07
새퉁이안여,1007718.2701945712,1563499.5543585736,GR2_G2F24,1400,3,4733.587501234094,4.462920612099839e-08
병풍바위,1007648.8222081611,1563401.935288183,GR2_G1P33,2029,1,2828.386948958517,1.250035355212641e-07
병풍바위,1007648.8222081611,1563401.935288183,GR2_G1P34,2030,2,2923.3161918276146,1.1701683975111889e-07
병풍바위,1007648.8222081611,1563401.935288183,GR2_G2F24,1400,3,4619.912316280825,4.6852472430538754e-08
여병풍바위,1007711.4373843286,1563328.6601039006,GR2_G1P33,2029,1,2922.648025431594,1.1707034988826418e-07
여병풍바위,1007711.4373843286,1563328.6601039006,GR2_G1P34,2030,2,2954.558137456035,1.1455521639544559e-07
여병풍바위,1007711.4373843286,1563328.6601039006,GR2_G2F24,1400,3,4568.572003067329,4.791141873075512e-08
형제바위,1007678.5978920909,1562743.068524063,GR2_G1P33,2029,1,3434.707896322304,8.4765737735989e-08
형제바위,1007678.5978920909,1562743.068524063,GR2_G1P34,2030,2,3489.369161207281,8.21308140395851e-08
형제바위,1007678.5978920909,1562743.068524063,GR2_G2F24,1400,3,4003.730399658708,6.23835839931469e-08
가마웃섬,1007586.6728101693,1562134.7753642388,GR2_G2F24,1400,1,3402.673408236976,8.636930566867574e-08
가마웃섬,1007586.6728101693,1562134.7753642388,GR2_G2F31,1461,2,3533.6882610697135,8.008358338703859e-08
가마웃섬,1007586.6728101693,1562134.7753642388,GR2_G1P33,2029,3,3969.4158202920444,6.346682604213032e-08
진도허리밖여,1007794.9804268923,1562215.7327335274,GR2_G2F31,1461,1,3518.963701360657,8.075518024953632e-08
진도허리밖여,1007794.9804268923,1562215.7327335274,GR2_G2F24,1400,2,3559.391883874148,7.89311361311952e-08
진도허리밖여,1007794.9804268923,1562215.7327335274,GR2_G1P34,2030,3,3929.8635789591317,6.475078273902072e-08
나라섬밖여,1008123.3839116858,1562122.1668782332,GR2_G2F31,1461,1,3314.1921860897646,9.104258544093831e-08
나라섬밖여,1008123.3839116858,1562122.1668782332,GR2_G2F24,1400,2,3626.68474011634,7.602918885866674e-08
나라섬밖여,1008123.3839116858,1562122.1668782332,GR2_G1P34,2030,3,3916.9948101462774,6.517694188758704e-08
노적섬,1008356.2307865964,1562111.0332786692,GR2_G2F31,1461,1,3236.5997928297734,9.546011529285542e-08
노적섬,1008356.2307865964,1562111.0332786692,GR2_G2F24,1400,2,3738.953181419448,7.153192538940466e-08
노적섬,1008356.2307865964,1562111.0332786692,GR2_G1P34,2030,3,3871.904361002601,6.670382345008027e-08
나룻섬,1008219.9057948007,1562032.732917259,GR2_G2F31,1461,1,3199.2438997031886,9.770240551526508e-08
나룻섬,1008219.9057948007,1562032.732917259,GR2_G2F24,1400,2,3599.614337922099,7.717702268138548e-08
나룻섬,1008219.9057948007,1562032.732917259,GR2_G1P34,2030,3,3978.962580310196,6.316263838857816e-08
탕근여,1008111.333818852,1561906.317247958,GR2_G2F31,1461,1,3114.5189994015186,1.0309034337125496e-07
탕근여,1008111.333818852,1561906.317247958,GR2_G2F24,1400,2,3434.9795670028416,8.475233011442635e-08
탕근여,1008111.333818852,1561906.317247958,GR2_G1P34,2030,3,4128.419228764975,5.8672202314542954e-08
오리섬,1008054.5969501504,1561750.660549407,GR2_G2F31,1461,1,2989.736696266027,1.1187526249943492e-07
오리섬,1008054.5969501504,1561750.660549407,GR2_G2F24,1400,2,3272.81063282629,9.335943281124397e-08
오리섬,1008054.5969501504,1561750.660549407,GR2_G1P34,2030,3,4293.462846006998,5.4248103302146764e-08
옷섬안여,1008075.4263833925,1561717.5727480678,GR2_G2F31,1461,1,2951.246412724862,1.1481245561137023e-07
옷섬안여,1008075.4263833925,1561717.5727480678,GR2_G2F24,1400,2,3256.0576298935857,9.432260640561929e-08
옷섬안여,1008075.4263833925,1561717.5727480678,GR2_G1P34,2030,3,4320.0666655483055,5.3582019646683886e-08
옷섬밖여,1008092.9836600849,1561628.524654002,GR2_G2F31,1461,1,2862.1588268884057,1.2207099571706955e-07
옷섬밖여,1008092.9836600849,1561628.524654002,GR2_G2F24,1400,2,3191.280882825624,9.819059600213616e-08
옷섬밖여,1008092.9836600849,1561628.524654002,GR2_G1P34,2030,3,4401.895021711838,5.160842619237979e-08
