번호,관련번호,상위번호,도서명,자료출처,지명유래,X좌표,Y좌표,유무인도,연육도현황,기타,도형정보
973,내리11,4.69E+18,마안도,고시,,155283.88,179945.67,0,,,POINT (155283.8774827919 179945.6678694901)
974,내리12,4.69E+18,마안도1,고시,,155057.38,179523.97,1,,,POINT (155057.3842773664 179523.96707231464)
975,내리13,4.69E+18,대정원도1,고시,,147348.04,185635.49,0,,,POINT (147348.04355037387 185635.49205860507)
976,내리14,4.69E+18,장구도1,고시,,148910.22,185205.04,0,,,POINT (148910.22098229738 185205.0351299565)
977,내리15,4.69E+18,넙도1,고시,,154533.34,178962.36,0,,,POINT (154533.34447951248 178962.36305143044)
978,내리16,4.69E+18,마안도2,고시,,155306.75,180453.96,0,,,POINT (155306.75059337445 180453.9554979108)
979,방서1,4.69E+18,넙도,고시,,153519.51,176767.59,1,,,POINT (153519.50892369036 176767.59110235987)
980,방서2,4.69E+18,멍섬,고시,,143607.7,182161.16,0,,,POINT (151877.98958299382 174945.72750346176)
981,방서3,4.69E+18,닭섬,고시,,149624.29,175168.6,0,,,POINT (149624.29036861256 175168.5978550713)
982,방서4,4.69E+18,소닭섬,고시,,149008.59,175469.96,0,,,POINT (149008.58958677127 175469.95812133804)
983,방서5,4.69E+18,가덕도,고시,,149102.37,177218.79,0,,,POINT (149102.3659475142 177218.79014198342)
984,방서6,4.69E+18,외모도,고시,,143136.31,181412.64,0,,,POINT (143136.31186798532 181412.63889021432)
985,방서7,4.69E+18,강원서,고시,,143580.24,182173.25,0,,,POINT (143580.23945515061 182173.25068350864)
986,방서8,4.69E+18,잠도,고시,,145266.8,181443.8,0,,,POINT (145266.80017135243 181443.7969079141)
987,방서9,4.69E+18,소잠도,현지,잠도 옆에 위치,145575.84,181657.94,0,,,POINT (145575.83570147573 181657.9398554007)
988,방서10,4.69E+18,죽굴도,고시,,146642.7,181992.36,1,,,POINT (146642.6956302143 181992.3622037116)
989,방서11,4.69E+18,문어북도,고시,,147267.53,180632.6,0,,,POINT (147267.5303526332 180632.59773459786)
990,방서12,4.69E+18,문어남도,고시,,147587.2,180285.99,0,,,POINT (147587.2032618749 180285.99381498824)
991,방서13,4.69E+18,서넙도,고시,,151939.85,177263.8,1,,,POINT (151939.8505497471 177263.79752351833)
992,영풍1,4.69E+18,사후도,고시,,175921.21,200143.52,1,,,POINT (175921.20730438645 200143.51931851666)
993,영풍2,4.69E+18,솔섬,고시,,175171.81,200663.7,0,,,POINT (175171.8141499351 200663.6963347724)
994,영풍3,4.69E+18,사후도1,고시,,176628.16,200174.53,0,,,POINT (176628.1631699856 200174.52879956842)
995,영풍4,4.69E+18,완도3,고시,,174897.43,199351.66,0,,,POINT (174897.43347557803 199351.65956312342)
996,영풍5,4.69E+18,삼단려,수치,,176773.68,199439.65,0,,,POINT (176773.68243338037 199439.65467882936)
997,불목1,4.69E+18,고마도,고시,,173731.24,202144.45,1,,,POINT (173731.24155716362 202144.4488024636)
998,황진1,4.69E+18,장구도,고시,,171774.27,202889.57,0,,,POINT (171774.27176471968 202889.5681473062)
999,황진2,4.69E+18,토도,고시,,171221.49,202946.44,1,,,POINT (171221.49392346686 202946.44031392562)
1000,황진3,4.69E+18,계도,고시,,170417.23,201040.18,0,,,POINT (170417.23412415487 201040.17958280217)
1001,원동1,4.69E+18,달도,고시,,166315.93,200243.94,1,연륙교,,POINT (166315.9266979947 200243.9381725571)
1002,당인1,4.69E+18,닭섬,고시,,165294.98,188552.44,0,,,POINT (165294.98002617864 188552.43660795578)
1003,당인2,4.69E+18,소하도,고시,,164134.47,190639.45,0,,,POINT (164134.46799079666 190639.44994357054)
1004,당인3,4.69E+18,동화도,고시,,163923.5,188084.14,1,,,POINT (163923.50348960853 188084.1406192255)
1005,당인4,4.69E+18,백일도,고시,,161560.91,189066.96,1,,,POINT (161560.91264837614 189066.96365566732)
1006,당인6,4.69E+18,곳갈섬,수치,,155241.71,188819.19,0,,,POINT (155241.70926375588 188819.19024788868)
1007,당인7,4.69E+18,양도,고시,,154804.81,189583.85,1,,,POINT (154804.81134693668 189583.8503128671)
1008,당인8,4.69E+18,서화도,고시,,154221.79,191336.27,1,,,POINT (154221.79099111224 191336.27311173792)
1009,당인5,4.69E+18,흑일도,고시,,159039.04,187081.21,1,,,POINT (159039.0425278097 187081.21034430002)
1010,송곡1,4.69E+18,송도,수치,,178696.44,194951.63,0,,,POINT (178696.44360604172 194951.63454224647)
1011,송곡2,4.69E+18,송도1,수치,,178223.42,194983.56,0,,,POINT (178223.41562538562 194983.55792810954)
1012,송곡3,4.69E+18,송도2,수치,,178038.54,194849.52,0,,,POINT (178038.5384111454 194849.51611210447)
1013,대곡1,4.69E+18,신지도,수치,,184433.99,192988.97,1,연도교,본섬,POINT (184433.99079318985 192988.97309161932)
1014,월양1,4.69E+18,달해도,고시,,184782.55,189464.6,0,,,POINT (184782.54714487947 189464.59606754757)
1015,월양2,4.69E+18,내룡로,고시,,187228.03,189716.61,0,,,POINT (187228.03125470827 189716.60817830282)
1016,월양3,4.69E+18,외룡도,고시,,187649.26,189531.38,0,,,POINT (187649.2616468898 189531.3848892749)
1017,월양5,4.69E+18,진섬,고시,,187518.38,187847.28,0,,,POINT (187518.37532798038 187847.28173217486)
1018,월양6,4.69E+18,모황도,고시,,190545.63,187922.17,1,,,POINT (190545.62900192328 187922.17275235092)
1019,월양7,4.69E+18,제도,고시,,189866.68,189887.89,0,,,POINT (189866.67551930837 189887.89340977021)
1020,월양8,4.69E+18,형도,고시,,189666.44,190066.07,0,,,POINT (189666.44409398484 190066.06975442026)
1021,월양9,4.69E+18,형도1,고시,,189478.68,190153.3,0,,,POINT (189478.6838515966 190153.29673573677)
1022,월양10,4.69E+18,진섬1,고시,,187395.62,188727.41,0,,,POINT (187395.62392454816 188727.40554608032)
1023,월양11,4.69E+18,만여,수치,,188621.44,190224.92,0,,,POINT (188621.4372217866 190224.9246307668)
1024,월양4,4.69E+18,외룡도1,고시,,187486.26,189201.7,0,,,POINT (187486.2569819019 189201.7043523091)
1025,신지1,4.69E+18,치도,고시,,181055.14,195300.91,0,,,POINT (181055.136621947 195300.91489222023)
1026,신지2,4.69E+18,북흥1,수치,,180352.96,191993.29,0,,,POINT (180352.95535774875 191993.2925674469)
1027,신지3,4.69E+18,북흥,수치,,180159.24,191820.89,0,,,POINT (180159.24070384208 191820.8908252847)
1028,동고3,4.69E+18,혈도,고시,,191836.86,193717.6,0,,,POINT (191836.86298087423 193717.60078524554)
1029,동고1,4.69E+18,갈마도,고시,,191193.06,192642.76,0,,,POINT (191193.06101560008 192642.75746773987)
1030,동고2,4.69E+18,소등도,고시,,191213.42,193457.77,0,,,POINT (191266.34280054367 193643.0017881191)
1031,덕암1,4.69E+18,고금도,고시,,182150.93,200860.38,1,연륙교,본섬,POINT (182150.93489602907 200860.38069263875)
1032,청용1,4.69E+18,민대소도,고시,,179270.38,203725.75,0,,,POINT (179270.38074335436 203725.74606629962)
1033,상정1,4.69E+18,황도,고시,,178768.78,195326.15,0,,,POINT (178768.7781257366 195326.15356482042)
1034,상정2,4.69E+18,원도,고시,,178394.66,196632.06,0,,,POINT (178394.6622638183 196632.061605423)
1035,세동1,4.69E+18,고금도1,현지,,186201.56,202713.63,0,,,POINT (186201.55835094402 202713.62652996852)
1036,가교1,4.69E+18,분도,고시,,185091.37,202531.05,0,,,POINT (185091.36664361198 202531.0522322207)
1037,덕동1,4.69E+18,넙도,고시,,186587.93,203688.06,1,,,POINT (186587.9329363883 203688.05671489838)
1038,덕동2,4.69E+18,원도,고시,,186940.4,202946.83,0,,,POINT (186940.40129801366 202946.82546544995)
1039,덕동3,4.69E+18,초완도,고시,,188458.72,202850.09,1,,,POINT (188458.7247365661 202850.0868726587)
1040,덕동4,4.69E+18,장고도,고시,,188265.54,202086.6,0,,,POINT (188265.53624947538 202086.5982170548)
1041,덕동6,4.69E+18,입도,고시,,187342.1,202096.45,0,,,POINT (187342.10090706885 202096.44545881142)
1042,덕동7,4.69E+18,해남도,고시,,187455.48,202096.45,0,,,POINT (187478.58532610585 200304.87538225832)
1043,덕동8,4.69E+18,소개도,고시,,187378.84,199273.75,0,,,POINT (187378.83951529494 199273.7507411086)
1044,덕동9,4.69E+18,대개도,고시,,186710.86,199148.66,0,,,POINT (186710.86468630153 199148.66222049994)
1045,덕동10,4.69E+18,증도,수치,,186128.81,203936.87,0,,,POINT (186128.81190800184 203936.86908679886)
1046,덕동5,4.69E+18,장고도1,고시,,188175.44,202121.76,0,,,POINT (188175.43623303756 202121.75679261493)
1047,장용1,4.69E+18,소죽도,고시,,191724.24,201194.77,0,,,POINT (191724.24064642907 201194.7705278672)
1048,장용2,4.69E+18,대죽도,고시,,191952.9,201371.97,0,,,POINT (191952.89702385612 201371.9727579031)
1049,장용3,4.69E+18,조약도,고시,,191629.03,198730.59,1,연도교,본섬,POINT (191629.02509061462 198730.59202937625)
1050,장용4,4.69E+18,소죽도1,고시,,191644.39,201313.06,0,,,POINT (191644.38942731122 201313.05881030252)
1051,우두1,4.69E+18,조약도1,고시,,189825.26,200782.47,0,,,POINT (189825.25612758222 200782.466511095)
1052,해동1,4.69E+18,섬두어지,고시,,195577.35,201867.55,0,,,POINT (195577.35152621462 201867.55023599387)
1053,해동2,4.69E+18,조약도2,고시,,193970.52,201995.03,0,,,POINT (193970.51802827834 201995.02736439928)
1054,도청1,4.69E+18,지초도,고시,,185914.05,177203.21,0,,,POINT (185914.04834097438 177203.21390634158)
1055,당락2,4.69E+18,납다도,수치,,185785.53,175565.59,0,,,POINT (185785.53120216646 175565.59039256623)
1056,당락3,4.69E+18,두억도,수치,,185058.4,176126.27,0,,,POINT (185058.39721201351 176126.26771308004)
1057,청계1,4.69E+18,상도,고시,,190750.62,172533.83,0,,,POINT (190750.6178589626 172533.8329309586)
1058,부흥1,4.69E+18,청산도,수치,,189182.07,176146.54,1,,,POINT (189182.06647727988 176146.54361574992)
1059,동촌1,4.69E+18,항도,고시,,193072.86,177211.95,0,,,POINT (193072.86274739951 177211.95129257953)
1060,국산1,4.69E+18,내황도,고시,,191802.6,179741.57,0,,,POINT (191802.60451964824 179741.5713096693)
1061,국산2,4.69E+18,노적도,고시,,191724.08,178791.85,0,,,POINT (191724.0778655733 178791.84499880107)
1062,지리1,4.69E+18,장도,고시,,186051.9,178776.72,1,,,POINT (186051.89628286337 178776.71784914954)
1063,모도1,4.69E+18,소모도,고시,,179102.97,181202.04,1,,,POINT (179102.9683133933 181202.0412599019)
1064,모도2,4.69E+18,대모도,고시,,177900.91,177767.86,1,,,POINT (177900.91082690767 177767.8625257144)
1065,모도3,4.69E+18,불근도,고시,,176664.83,173065.53,0,,,POINT (176664.83044785296 173065.52971497062)
1066,모도4,4.69E+18,불근도1,고시,,176516.47,172596.03,0,,,POINT (176516.46751049077 172596.0300909584)
1067,모도5,4.69E+18,불근도2,고시,,176543.57,172048.25,0,,,POINT (176543.57474723473 172048.25322276424)
1068,비자1,4.69E+18,죽도,고시,,167073.58,175603.81,0,,,POINT (167073.58476418426 175603.80794613715)
1069,이월1,4.69E+18,대서,수치,,167296.16,178640.03,0,,,POINT (167296.16292421165 178640.02527144778)
1070,이월2,4.69E+18,대서1,수치,,167315.08,178609.4,0,,,POINT (167315.08323838614 178609.39568369527)
1071,이월3,4.69E+18,대서2,수치,,167348.2,178572.25,0,,,POINT (167348.20356740264 178572.2463201782)
1072,가학1,4.69E+18,소안도,현지,,168160.49,173924.93,1,,본섬,POINT (168160.4917309919 173924.93112378824)
1073,진산1,4.69E+18,소안도1,현지,,166577.52,169672.48,0,,,POINT (166577.51659539551 169672.48167505622)
1074,진산2,4.69E+18,소안도2,현지,,167492.06,169042.29,0,,,POINT (167492.0604062541 169042.28709431295)
1075,진산3,4.69E+18,소안도3,현지,,169282.48,168627.94,0,,,POINT (169282.47695397967 168627.94312166522)
1076,진산4,4.69E+18,큰여도,현지,,169278.14,168652.38,0,,,POINT (169278.13664901935 168652.38293981488)
1077,미라1,4.69E+18,경서도,현지,,170632.73,172121.1,0,,,POINT (170632.73341143006 172121.1034610996)
1078,미라2,4.69E+18,장항도,현지,,170500.23,171748.05,0,,,POINT (170500.2290780077 171748.05358305929)
1079,당사1,4.69E+18,자개도,고시,,162396.46,168112.8,1,,,POINT (162396.45848215494 168112.8039065075)
1080,당사2,4.69E+18,자개도1,고시,,162924.49,167190.93,0,,,POINT (162924.48807912885 167190.92563420447)
1081,횡간1,4.69E+18,구도,고시,,166338.03,179137.3,1,,,POINT (166338.03116063535 179137.29984326864)
1082,횡간2,4.69E+18,소구도,고시,,165766.99,178116.14,0,,,POINT (165766.9877766903 178116.137475254)
1083,횡간3,4.69E+18,횡간도,고시,,163690.17,182927.76,1,,,POINT (163690.17396415063 182927.764586118)
1084,차우1,4.69E+18,허우도,고시,,210831.46,201694.07,1,,,POINT (210831.45635494392 201694.07310418505)
1085,차우2,4.69E+18,목섬,고시,,205630.43,200628.35,0,,,POINT (205630.4274575992 200628.34605173965)
1086,차우3,4.69E+18,비견도,고시,,207571.45,202774.23,1,,,POINT (207571.4477500608 202774.2321029654)
1087,차우4,4.69E+18,금당도1,고시,,205929.88,200967.17,0,,,POINT (205929.88122889464 200967.16848527)
1088,차우5,4.69E+18,비견도1,고시,,207570.81,201258.65,0,,,POINT (207570.808873392 201258.64984359447)
1089,차우6,4.69E+18,비견도2,고시,,207622.77,201217.17,0,,,POINT (207622.76918870033 201217.1707793128)
1090,차우7,4.69E+18,비견도3,고시,,207786.27,201169.58,0,,,POINT (207786.26902580092 201169.58330027515)
1091,차우8,4.69E+18,금당도2,고시,,206884.25,202957.65,0,,,POINT (206884.24867712424 202957.65158396307)
1092,차우9,4.69E+18,비견도4,고시,,207119.92,203538.95,0,,,POINT (207119.9193789547 203538.95188829186)
1093,차우10,4.69E+18,비견도5,고시,,207143.29,203524.66,0,,,POINT (207143.28945955128 203524.66228745232)
1094,육산1,4.69E+18,송화지목,고시,,203371.13,202992.36,0,,,POINT (203371.1260545855 202992.36249762034)
1095,육산2,4.69E+18,송화지목1,고시,,203168.03,202927.37,0,,,POINT (203168.02799317634 202927.37000831438)
1096,육산3,4.69E+18,솔섬,고시,,204191.49,201754.81,0,,,POINT (204191.4890875558 201754.8102679827)
1097,육산4,4.69E+18,대남다지,수치,,204760.69,201100.57,0,,,POINT (204760.68529554261 201100.57153809012)
1098,육산5,4.69E+18,소남다지,수치,,204547.56,200965.19,0,,,POINT (204547.55825819532 200965.1892683303)
1099,육산6,4.69E+18,소화도,고시,,203790.13,200920.06,0,,,POINT (203790.13272710756 200920.05897184735)
1100,육산7,4.69E+18,중화도,고시,,203570.27,201000.64,0,,,POINT (203570.27272350836 201000.6355035373)
1101,육산8,4.69E+18,대화도,고시,,203186.45,201022.71,0,,,POINT (203186.45436585505 201022.7100579256)
1102,육산9,4.69E+18,마섬,수치,,204333.27,207234.05,0,,,POINT (204333.272081989 207234.05398366705)
1103,육산10,4.69E+18,미등여,수치,,204679.99,207193.25,0,,,POINT (204679.99087360053 207193.2490296655)
1104,육산11,4.69E+18,중양도,수치,,207434.71,205442.03,0,,,POINT (207434.7112327627 205442.02650297794)
1105,육산12,4.69E+18,금당도,고시,,204965.12,204737.7,1,,본섬,POINT (204965.12363816946 204737.6956915814)
1106,육산13,4.69E+18,금당도3,고시,,204410.78,202144.19,0,,,POINT (204410.78255894384 202144.19131859782)
1107,가학1,4.69E+18,도각도,고시,,202072.15,205925.11,0,,,POINT (202072.15190788519 205925.1092750698)
1108,가학3,4.69E+18,재도1,고시,,200671.88,205258.7,0,,,POINT (200671.87835959528 205258.70326033543)
1109,가학4,4.69E+18,질마도,고시,,200808.16,204663.71,0,,,POINT (200808.1559269733 204663.70823890629)
1110,가학5,4.69E+18,소질마도,현지,질마도 옆,200599.48,204281.48,0,,,POINT (200599.48230591833 204281.47732030024)
1111,가학6,4.69E+18,황도,고시,,200904.34,203085.88,0,,,POINT (200904.33734642604 203085.87773897464)
1112,가학2,4.69E+18,재도,고시,,200598.06,205393.22,0,,,POINT (200598.05686951257 205393.22153646295)
1113,중통1,4.69E+18,동치섬,고시,,163449.22,174756.37,0,,,POINT (163449.22457850742 174756.37382931256)
1114,중통2,4.69E+18,갈마도,수치,,162052.17,171287.29,0,,,POINT (162052.16797044815 171287.29305867787)
1115,중통3,4.69E+18,기도,고시,,161984.98,172228.24,0,,,POINT (161984.97577579124 172228.23732360417)
1116,중통4,4.69E+18,목섬,고시,,161867.94,173408.64,0,,,POINT (161867.94063814782 173408.63967990823)
1117,중통5,4.69E+18,남도,고시,,162121.37,173111.64,0,,,POINT (162121.37330477283 173111.64459102735)
1118,중통6,4.69E+18,보길도1,고시,,163676.85,173929.2,0,,,POINT (163676.8544637696 173929.20113492478)
1119,예송1,4.69E+18,소도,고시,,160669.94,170402.22,0,,,POINT (160669.93678147052 170402.2192065207)
1120,예송2,4.69E+18,복생도,고시,,160880.63,168899.18,0,,,POINT (160880.62569888402 168899.17972329404)
1121,예송3,4.69E+18,예작도,고시,,160213,170888.57,1,,,POINT (160213.0026379516 170888.57062611962)
1122,부황1,4.69E+18,치도,고시,,155615.61,169309.66,0,,,POINT (155615.60705430468 169309.65773030452)
1123,부황2,4.69E+18,보길도,고시,,156798.83,172723.95,1,연도교,본섬,POINT (156798.82570038384 172723.94575600693)
1124,정자1,4.69E+18,송도,현지,소나무가 많음,156864.46,176152.74,0,,,POINT (156864.4597778138 176152.73878948065)
1125,정자2,4.69E+18,갈도,고시,,153719.6,172114.63,0,,,POINT (153719.5996139303 172114.62806618412)
1126,정자3,4.69E+18,옥매도,고시,,153195.1,172074.44,0,,,POINT (153195.10284751738 172074.44132598676)
1127,정자4,4.69E+18,미역섬,고시,,153057.49,172321.83,0,,,POINT (153057.49027975913 172321.82821473235)
1128,정자5,4.69E+18,상도,고시,,152987.58,172673.77,0,,,POINT (152987.57597810833 172673.76545458194)
1129,정자6,4.69E+18,모래섬,고시,,153253.85,173481.83,0,,,POINT (153253.8538952884 173481.83476912428)
1130,유서1,4.69E+18,생일도,고시,,198519.38,192071.56,1,,본섬,POINT (198519.3818288645 192071.5611886474)
1131,봉선1,4.69E+18,낭도,고시,,201673.49,191643.73,0,,,POINT (201673.49190834642 191643.72689364426)
1132,봉선2,4.69E+18,목섬,고시,,201135.34,191705.19,0,,,POINT (201135.34375396732 191705.18914897862)
1133,봉선3,4.69E+18,도룡량도,수치,,199980.74,190230.06,0,,,POINT (199980.73988987537 190230.06067842827)
1134,봉선4,4.69E+18,도룡랑도-1,고시,,199191.31,190127.99,0,,,POINT (199191.30524849507 190127.9903108636)
1135,봉선5,4.69E+18,소덕우도,고시,,200523.54,187364.48,0,,,POINT (200523.5366758321 187364.48260974698)
1136,봉선6,4.69E+18,형제도,고시,,200481.86,185836.01,0,,,POINT (200481.8579297075 185836.00971009757)
1137,봉선7,4.69E+18,형제도1,고시,,200531.45,185470.99,0,,,POINT (200511.4527077423 185470.99222237524)
1138,봉선8,4.69E+18,덕우도,고시,,201389.01,183849.91,1,,,POINT (201389.0107734944 183849.91213081556)
1139,봉선9,4.69E+18,구도,고시,,200773.53,180841.1,0,,,POINT (200773.52516664658 180841.09864839423)
1140,봉선10,4.69E+18,송도,고시,,200869.25,180009.93,0,,,POINT (200869.24611011654 180009.93408800615)
1141,봉선11,4.69E+18,매물도,고시,,199053.83,180359.66,0,,,POINT (199053.830230153 180359.65743595624)
1142,봉선12,4.69E+18,작은여도,수치,,200812.56,186953.84,0,,,POINT (200812.5608956686 186953.83865500987)
1143,봉선13,4.69E+18,소룡랑도,고시,,199800.09,190103.29,0,,,POINT (199800.09254165264 190103.2888284616)
1144,진도-1,4.69E+18,진도,고시,신라시대에는 경덕왕 1,128559.21,212872.45,1,연륙교,,POINT (128559.2068078894 212872.4509983277)
1145,수유-1,4.69E+18,수유여,고시,섬에 아무것도 없이한,127974.18,216143.62,0,,,POINT (127974.18160336874 216143.62437924085)
1146,수유-2,4.69E+18,군함섬,고시,군함처럼 생긴 섬이라,128304.08,215770.65,0,,,POINT (128304.07868569136 215770.65092568722)
1147,산월-1,4.69E+18,저도,고시,오래전부터 현지에서 ,123375.03,212967.18,1,,,POINT (123375.03311198587 212967.18460921088)
1148,산월-2,4.69E+18,소저도,고시,오래전부터 현지에서 ,124055.41,213122.4,0,,,POINT (124055.40716298416 213122.39973484701)
1149,산월-3,4.69E+18,작도도,고시,오래전부터 현지에서 ,124332.49,215950.14,0,,,POINT (124332.49104011673 215950.14105479047)
1150,산월-4,4.69E+18,송도,고시,오래전부터 현지에서 ,127533.44,218216.66,0,,,POINT (127533.43950738883 218216.6615155299)
1151,산월-5,4.69E+18,골도,고시,오래전부터 현지에서 ,128437.03,217759,0,,,POINT (128437.03042760008 217759.00121211394)
1152,산월-6,4.69E+18,희어도,고시,오래전부터 현지에서 ,128887.75,217628.23,0,,,POINT (128887.74959042949 217628.22797918564)
1153,나-1,4.69E+18,수서도,고시,섬이 있고 해도상에는,131089,222177.73,0,,,POINT (131089.00417010076 222177.73103757296)
1154,녹진-1,4.69E+18,서드랑섬,수치,섬의 형태가 솟뚜껑처,132520.01,221310.54,0,,,POINT (132520.00956664688 221310.54422861408)
1155,녹진-2,4.69E+18,오지바위섬,수치,예전엔 임진왜란 때 변,136681.74,218893.11,0,,신규,POINT (136681.73821712003 218893.11495195463)
1156,둔전-1,4.69E+18,넙섬,고시,사방이 손바닥처럼 넙,136542.38,218011.77,0,,,POINT (136542.37982848292 218011.77413771)
1157,둔전-2,4.69E+18,굴섬,고시,섬의 상부에 굴이 있어,137159.74,218145.61,0,,,POINT (137159.73953041923 218145.6096506486)
1158,벽파-1,4.69E+18,감보도,고시,옛이름대로 개명 ⇒이,140683.84,216009.59,0,,,POINT (140683.84228424705 216009.59414742154)
1159,원포-1,4.69E+18,와도,고시,오래전부터 현지에서 ,143444.45,209001.56,0,,,POINT (143444.45189779918 209001.56375851954)
1160,금계-1,4.69E+18,중변도,고시,진도군에서는 중변도(,142107.22,201112.17,0,,,POINT (142107.22180071205 201112.17084466538)
1161,금계-2,4.69E+18,하변도,고시,진도군에서는 하변도(,141763.27,200483.73,0,,,POINT (141763.267070388 200483.72973864182)
1162,금계-3,4.69E+18,상변도,고시,진도군에서는 중변도(,141560.14,201118.03,0,,,POINT (141560.135725735 201118.02951336815)
1163,금계-4,4.69E+18,금호도,고시,진도군에서는 하변도(,141971.09,202157.2,1,,,POINT (141971.08660186297 202157.20322983974)
1164,초사-1,4.69E+18,소삼도,고시,나란히 있는 섬세개중,138180.04,200191.15,0,,,POINT (138180.0396570003 200191.1506365618)
1165,초사-2,4.69E+18,중삼도,고시,나란히 있는 섬 세개중,138007.8,199815.42,0,,,POINT (138007.79560208452 199815.4204347988)
1166,초사-3,4.69E+18,대삼도,고시,나란히 있는 섬 세개중,138361.3,199469.92,0,,,POINT (138361.29825186293 199469.91705558402)
1167,초사-4,4.69E+18,대삼도-1,부여,불리우는 이름이 없어,138250.28,199174.93,0,,,POINT (138260.22814062692 199206.17675401765)
1168,초사-5,4.69E+18,대삼도-2,부여,불리우는 이름이 없어,138178.7,198956.07,0,,,POINT (138178.69608738806 198956.06748045346)
1169,봉리1,4.69E+18,솔섬,고시,"솥처럼 생긴 마을로, ",125870.28,280368.64,0,,,POINT (125870.28441287938 280368.6363538339)
1170,초사-6,4.69E+18,대삼도-3,부여,불리우는 이름이 없어,138152.36,198901.89,0,,,POINT (138152.35695230574 198901.8874310141)
1171,초사-7,4.69E+18,무저도,고시,갓삼섬 동남쪽에 있는,139810.6,199204,0,,,POINT (139810.60382986278 199203.99781311274)
1172,모도-1,4.69E+18,상두륵도,고시,두륵도위에 있는 섬으,140188.65,200922.01,0,,,POINT (140188.65387521576 200922.01031675434)
1173,모도-2,4.69E+18,두륵도,고시,오래전부터 현지에서 ,140309.59,200631.18,0,,,POINT (140309.5850854517 200631.17654297926)
1174,모도-3,4.69E+18,모도,고시,띠가 많이 있는 섬이라,140743.33,201603.34,1,,,POINT (140743.32674312114 201603.33692552592)
1175,만길-1,4.69E+18,소황범도,고시,섬이 있고 황범도위에,136919.01,200774.93,0,,,POINT (136919.00884583258 200774.93061609427)
1176,만길-2,4.69E+18,황범도,고시,도목리 남쪽에 있는 섬,136876.43,200289.18,0,,,POINT (136876.42553740417 200289.18275711773)
1177,금갑-1,4.69E+18,삼북도,고시,오래전부터 현지에서 ,136306.96,200515.07,0,,,POINT (136306.95567825952 200515.07393009018)
1178,금갑-2,4.69E+18,삼중도,고시,오래전부터 현지에서 ,136295.44,200434.97,0,,,POINT (136295.4368060919 200434.9742237121)
1179,금갑-3,4.69E+18,삼남도,고시,지도상에 는 삼도로표,136361.37,200371.2,0,,,POINT (136361.36728950916 200371.19545535085)
1180,금갑-4,4.69E+18,수품항도,고시,지도상에는 목섬으로,136693.58,198550.69,0,,,POINT (136693.57963794537 198550.69000071887)
1181,금갑-5,4.69E+18,금갑도-1,부여,불리우는 이름이 없어,133774.93,197360.1,0,,,POINT (133774.93149425072 197360.09791871742)
1182,금갑-6,4.69E+18,접도,고시,섬 모양이 나비처럼 생,135062.82,198506.54,1,연도교,,POINT (135062.815203673 198506.5386055617)
1183,구자도-1,4.69E+18,금갑도,부여,-,135531.69,200545.67,0,,,POINT (135531.68955450386 200545.6734605119)
1184,구자도-2,4.69E+18,금갑여,부여,금갑해수욕장 밑에 위,133650.26,199421.46,0,,,POINT (133650.26487127077 199421.46477387956)
1185,구자도-3,4.69E+18,상구자도-1,부여,불리우는 이름이 없어,135360.03,193377.5,0,,,POINT (135360.0255109115 193377.5009740634)
1186,구자도-4,4.69E+18,매섬,고시,무인도로 섬의 모양이,135801.28,193412.99,0,,,POINT (135801.2826309063 193412.99261726928)
1187,구자도-5,4.69E+18,상구자도,고시,섬의 형상이 개의 모양,135592.8,192808.48,1,,,POINT (135592.80176734205 192808.47719226324)
1188,구자도-6,4.69E+18,하구자도-1,부여,불리우는 이름이 없어,134567.54,192459.07,0,,,POINT (134567.54198431672 192459.0655619693)
1189,구자도-7,4.69E+18,하구자도,고시,오래전부터 현지에서 ,135338.45,192269.49,1,,,POINT (135338.45028311928 192269.48679855675)
1190,구자도-8,4.69E+18,하구자도-2,현지,오래전부터 현지에서 ,135793.37,192150.34,0,,,POINT (135793.36937840102 192150.34347080614)
1191,구자도-9,4.69E+18,갈매기섬,고시,옛부터 부르던 섬이름,139430.79,188012.16,0,,,POINT (139430.79440489857 188012.16424151429)
1192,구자도-10,4.69E+18,중갈매기섬,고시,갈명도와 갈명서사이,139925.06,188018.1,0,,,POINT (139925.06166397262 188018.10074986104)
1193,구자도-11,4.69E+18,서갈매기섬,고시,갈명서로 부르고 있으,140194.22,187958.97,0,,,POINT (140194.22099745803 187958.9746340998)
1194,구자도-12,4.69E+18,만서도,고시,지도상에는滿嶼로표시,143191.73,187470.83,0,,,POINT (143191.73136734834 187470.82699675683)
1195,구자도-13,4.69E+18,밀매도,고시,섬에 매화나무가 많이,138355.38,184086.4,0,,,POINT (138355.3820500724 184086.4013459728)
1196,구자도-14,4.69E+18,소밀매도,고시,밀매도가 2개의 섬으로,138083.1,183780.13,0,,,POINT (138083.09754952346 183780.1294122939)
1197,죽림-1,4.69E+18,죽림여,부여,죽림마을 아래 위치한,131612.81,198540.6,0,,신규,POINT (131612.80780928978 198540.60271161038)
1198,굴포-1,4.69E+18,중죽도,고시,오래전부터 현지에서 ,124546.46,195286.5,0,,,POINT (124546.45990896541 195286.49773577374)
1199,굴포-2,4.69E+18,대소당도,고시,소당처럼 생긴 두섬중,125251.12,194966.29,0,,,POINT (125251.12020773118 194966.28879622708)
