번호,관련번호,상위번호,도서명,자료출처,지명유래,X좌표,Y좌표,유무인도,연육도현황,기타,도형정보,lat,lon
1955,여자7,4.61E+18,여자7,,,246488.08,240032.96,0,,,POINT (246488.07863209824 240032.9639789806),34.755004908832824,127.50773435028582
1956,거문14,4.61E+18,거문14,,,253933.15,162476.44,0,,,POINT (253933.15317359357 162476.44491265726),34.0555254950919,127.58416478306475
1957,거문29,4.61E+18,거문29,,,256040.18,160211.48,0,,,POINT (256040.17586951383 160211.48466579273),34.03499690167045,127.60684003761334
1958,거문32,4.61E+18,거문32,,,256044.18,160024.49,0,,,POINT (256044.17848860583 160024.48554811446),34.033311018808696,127.60687134663577
1959,거문33,4.61E+18,거문33,,,256108.18,160022.49,0,,,POINT (256108.17823751026 160022.48645942716),34.03328956707744,127.60756420444278
1960,거문40,4.61E+18,거문40,,,256195.19,159499.49,0,,,POINT (256195.18523129186 159499.48999398068),34.02857019012527,127.60847268249468
1967,동도17,4.61E+18,동도17,,,251792.98,171700.55,0,,,POINT (251792.98249069272 171700.55318327644),34.13878638434337,127.5615339247
1968,동도18,4.61E+18,동도18,,,251846.21,171679.45,0,,,POINT (251846.2125495603 171679.45403185056),34.13859353405717,127.56210975474896
1969,동도19,4.61E+18,동도19,,,247702.99,168850.53,0,,,POINT (247702.99109512594 168850.52843929804),34.11328892939682,127.51703591646125
1981,손죽12,4.61E+18,손죽12,,,241511.9,184532.17,0,,,POINT (241511.89834701153 184532.16832302796),34.254919328164064,127.45068600076397
1982,손죽13,4.61E+18,손죽13,,,241503.91,184011.17,0,,,POINT (241503.9057432085 184011.17067473935),34.25022300831735,127.45057422127186
1983,손죽15,4.61E+18,손죽15,,,241480.92,182907.18,0,,,POINT (241480.92143788846 182907.17556469253),34.24027181670803,127.45027164177519
1984,손죽20,4.61E+18,손죽20,,,243017.93,181461.2,0,,,POINT (243017.9346978112 181461.20407298527),34.2271743823262,127.4668833150775
1985,손죽23,4.61E+18,손죽23,,,249884.84,185808.28,0,,,POINT (249884.84125821144 185808.28095890413),34.266054959551234,127.54165971487447
1986,손죽24,4.61E+18,손죽24,,,249778.84,185750.28,0,,,POINT (249778.84257395813 185750.27972450876),34.26553719832009,127.54050544551107
1987,손죽25,4.61E+18,손죽25,,,249847.84,185738.28,0,,,POINT (249847.84242446715 185738.28076136374),34.265425718011336,127.54125393452426
1988,손죽26,4.61E+18,손죽26,,,249586.85,185364.28,0,,,POINT (249586.84894792922 185364.27880647115),34.262066766446544,127.53839869966124
1989,손죽26,4.61E+18,손죽27,,,249339.05,185228.33,0,,,POINT (249339.05202756624 185228.32592380926),34.26085302881054,127.53570049798192
