src_node,dst_node,island_name,release_point_id,attn_layer1_mean,attn_layer2
116,148,부산일광,117,0.052818783,0.00066208345
116,156,울산주전,117,0.12262905,0.11296055
116,158,통영욕지도,117,0.099153355,0.29958805
117,132,사천아두도,118,0.024488734,0.092989706
117,133,통영망일봉,118,0.0031661903,0.0021732245
117,134,마산봉암,118,0.016243342,0.00042201558
117,135,부산해양대,118,0.02084577,0.00087122107
117,136,울산대왕암,118,0.09766793,0.16283068
117,144,거제두모,118,0.011628885,0.00024814773
117,145,울주나사리,118,0.0350269,0.014005359
117,146,고성하일,118,0.004304488,0.015731813
117,147,부산가덕도,118,0.059371352,0.00014209712
117,148,부산일광,118,0.025850773,0.0019269428
117,156,울산주전,118,0.15510862,0.28543377
117,158,통영욕지도,118,0.014676289,0.05417164
118,131,여수반월,119,0.0022982783,0.000109485154
118,132,사천아두도,119,0.008256312,1.2026395e-05
118,133,통영망일봉,119,0.017228387,7.698598e-06
118,134,마산봉암,119,0.0073116664,0.006944791
118,141,여수백야도,119,0.0021492792,0.0040237885
118,143,남해유구,119,0.0051323664,6.003375e-06
118,144,거제두모,119,0.005060965,0.0026558982
118,146,고성하일,119,0.011661338,1.0780126e-05
118,147,부산가덕도,119,0.030016469,0.0765789
118,153,여수안도,119,0.0021930807,0.00056798034
118,158,통영욕지도,119,0.1013812,7.259408e-07
119,132,사천아두도,120,0.014189577,0.053858567
119,133,통영망일봉,120,0.005622686,0.00035524042
119,134,마산봉암,120,0.03756961,0.13605082
119,135,부산해양대,120,0.011713659,0.010051404
119,143,남해유구,120,0.028748203,0.061877206
119,144,거제두모,120,0.007545214,0.0010254723
119,146,고성하일,120,0.0039589102,0.01248464
119,147,부산가덕도,120,0.010097253,0.0030966278
119,148,부산일광,120,0.027881894,0.04742508
119,158,통영욕지도,120,0.0028859405,0.0009082491
120,127,신안임자도,121,0.016765991,0.00022366394
120,128,진도하조도,121,0.0054402472,0.0007024754
120,129,해남묵동리,121,0.008075176,3.273606e-05
120,137,신안고장,121,0.03155913,6.0877996e-05
120,138,해남예락,121,0.008226614,8.236703e-05
120,139,해남송평,121,0.008361878,2.0828857e-05
120,140,완도신지도,121,0.0025839643,0.0006187955
120,149,신안압해도,121,0.12355657,1.1349881e-07
120,150,신안우이도,121,0.021672802,0.0008242108
120,151,신안흑산도,121,0.062905714,0.13213967
120,154,완도보길도,121,0.005027017,0.00016612177
120,157,진도가사도,121,0.01498357,3.383997e-05
121,128,진도하조도,122,0.03516112,1.2037838e-06
121,129,해남묵동리,122,0.022016574,1.0538578e-06
121,137,신안고장,122,0.01638079,0.030744016
121,138,해남예락,122,0.017391607,5.7912857e-06
121,139,해남송평,122,0.015253976,2.335614e-06
121,140,완도신지도,122,0.004616524,5.3291616e-05
121,149,신안압해도,122,0.008387868,7.9519996e-05
121,150,신안우이도,122,0.012088874,0.008385426
121,154,완도보길도,122,0.028970316,4.944794e-07
121,155,완도평일도,122,0.0024971354,7.46287e-05
121,157,진도가사도,122,0.018059857,1.3632378e-05
122,128,진도하조도,123,0.0055313287,0.010773889
122,129,해남묵동리,123,0.012850722,9.1817865e-06
122,130,고흥신흥,123,0.0034613707,0.0001482103
122,138,해남예락,123,0.014612937,1.6490287e-05
122,139,해남송평,123,0.0153141,3.8677954e-06
122,140,완도신지도,123,0.034219198,4.4227804e-07
122,142,고흥염포,123,0.0034088253,0.00029789875
122,149,신안압해도,123,0.039467383,0.0701198
122,152,여수거문도,123,0.007114718,5.994941e-05
122,154,완도보길도,123,0.022351842,1.8051463e-06
122,155,완도평일도,123,0.01543143,4.0670648e-07
122,157,진도가사도,123,0.011759172,0.029719273
123,129,해남묵동리,124,0.032206614,0.072519995
123,130,고흥신흥,124,0.013300043,4.0044074e-06
123,131,여수반월,124,0.0020507383,4.2957516e-05
